protocol,pattern,density,concurrency,metric,n,shapiro_p,non_normal
rest,partial,low,10,throughput_rps,30,0.10141764448964646,False
rest,partial,low,50,throughput_rps,30,0.008677413452590512,True
rest,partial,low,100,throughput_rps,30,0.0005349860154247813,True
rest,partial,medium,10,throughput_rps,30,0.05557749779198418,False
rest,partial,medium,50,throughput_rps,30,0.7971977531122538,False
rest,partial,medium,100,throughput_rps,30,0.0002867180382972771,True
graphql,aggregate,low,10,payload_bytes_med,30,2.8242407146094327e-07,True
graphql,aggregate,low,50,payload_bytes_med,30,4.432146480631213e-09,True
graphql,aggregate,low,100,payload_bytes_med,30,5.384449959844465e-08,True
graphql,aggregate,medium,10,payload_bytes_med,30,2.151823846380293e-07,True
graphql,aggregate,medium,50,payload_bytes_med,30,7.412056811535068e-09,True
graphql,aggregate,medium,100,payload_bytes_med,30,1.0477954956848976e-09,True
graphql,baseline,high,10,payload_bytes_med,30,6.873414799872464e-05,True
graphql,baseline,high,50,payload_bytes_med,30,2.2385426013471765e-06,True
graphql,baseline,high,100,payload_bytes_med,30,3.985725803990036e-07,True
graphql,baseline,low,10,payload_bytes_med,30,3.849344715170169e-05,True
graphql,baseline,low,50,payload_bytes_med,30,0.00018927642004314642,True
graphql,baseline,low,100,payload_bytes_med,30,9.283499416580828e-06,True
graphql,baseline,medium,10,payload_bytes_med,30,0.06403444352084137,False
graphql,baseline,medium,50,payload_bytes_med,30,0.009981915379125158,True
graphql,baseline,medium,100,payload_bytes_med,30,0.26322690668161897,False
graphql,filtered,high,10,payload_bytes_med,30,7.2468312085635864e-06,True
graphql,filtered,high,50,payload_bytes_med,30,7.43840876221207e-05,True
graphql,filtered,high,100,payload_bytes_med,30,5.7714511951197455e-05,True
graphql,filtered,low,10,payload_bytes_med,30,2.261475310790358e-09,True
graphql,filtered,low,50,payload_bytes_med,30,3.831657587583511e-09,True
graphql,filtered,low,100,payload_bytes_med,30,4.892185254308314e-08,True
graphql,filtered,medium,10,payload_bytes_med,30,1.6517110474763925e-06,True
graphql,filtered,medium,50,payload_bytes_med,30,0.0001342063568769635,True
graphql,filtered,medium,100,payload_bytes_med,30,3.1274087681402207e-06,True
graphql,partial,high,10,payload_bytes_med,30,3.604359413582934e-08,True
graphql,partial,high,50,payload_bytes_med,30,3.825824603689945e-07,True
graphql,partial,high,100,payload_bytes_med,30,5.567713857139006e-08,True
graphql,partial,low,10,payload_bytes_med,30,0.00025965581079152335,True
graphql,partial,low,50,payload_bytes_med,30,4.206357033891985e-05,True
graphql,partial,low,100,payload_bytes_med,30,0.00038234365054219715,True
graphql,partial,medium,10,payload_bytes_med,30,0.063626162637119,False
graphql,partial,medium,50,payload_bytes_med,30,0.018010160928390907,True
graphql,partial,medium,100,payload_bytes_med,30,0.00041941212220791916,True
rest,aggregate,low,10,payload_bytes_med,30,7.76637667465555e-12,True
rest,aggregate,low,50,payload_bytes_med,30,4.401719843571043e-11,True
rest,aggregate,low,100,payload_bytes_med,30,7.76637667465555e-12,True
rest,aggregate,medium,10,payload_bytes_med,30,1.7324497628748244e-09,True
